datetime,solar,clear_sky_solar,wind50,cloud,temp,solar_ratio,solar_effective,solar_eff_norm,wind_norm,clear_ratio_norm,renewable_index
2025-07-30 17:00:00,125.6,205.45,6.89,81.85,19.8,0.6113409588707714,22.796400000000013,0.023467950130867467,0.3659054699946893,0.5751240774210812,0.23653043154805675
2025-07-30 18:00:00,52.4,70.1,5.5,70.67,19.2,0.7475035663338089,15.36892,0.015821666935362223,0.2920870950610728,0.703220179702659,0.23618099792653474
2025-07-31 05:00:00,38.95,41.25,8.01,77.35,14.52,0.9442424242424243,8.822175000000001,0.009082063963862085,0.42538502389803506,0.8883038920005746,0.3098173175514565
2025-07-31 06:00:00,149.35,161.77,6.86,61.26,15.39,0.9232243308400815,57.85818999999999,0.05956261153437621,0.36431226765799263,0.8685309463116406,0.3127811753269141
2025-07-31 07:00:00,286.65,325.08,6.94,49.08,17.25,0.8817829457364341,145.96218000000002,0.15026202212773507,0.36856080722251733,0.8295446195672141,0.35160817714406556
2025-07-31 08:00:00,441.33,500.4,8.3,37.91,19.43,0.8819544364508394,274.021797,0.2820940967331107,0.4407859798194371,0.8297059508791073,0.43922403248820796
2025-07-31 09:00:00,599.38,653.85,8.12,25.23,20.74,0.9166934312151105,448.156426,0.46135848889279846,0.4312267657992565,0.86238694832322,0.5325246638508202
2025-07-31 10:00:00,733.8,769.88,7.78,13.21,21.74,0.9531355535927677,636.86502,0.6556261747229345,0.4131704726500266,0.8966701771950919,0.6310982645954937
2025-07-31 11:00:00,828.92,829.33,7.58,0.75,22.52,0.9995056250226085,822.7031,0.846938785216528,0.4025491237387149,0.9402932064786151,0.7322927710256015
2025-07-31 12:00:00,834.42,834.8,7.54,0.75,23.01,0.999544801149976,828.16185,0.8525583423736613,0.4004248539564525,0.9403300617453566,0.7344726397228378
2025-07-31 13:00:00,784.3,784.75,7.7,0.56,23.35,0.9994265689710098,779.9079199999999,0.8028829189358215,0.4089219330855019,0.9402188338423955,0.7121618061620405
2025-07-31 14:00:00,675.78,677.03,7.93,1.5,23.41,0.9981537007222723,665.6433,0.6852522226906899,0.42113648433351036,0.9390213724804315,0.6567713311414843
2025-07-31 15:00:00,524.55,526.25,8.03,2.26,23.41,0.9967695961995249,512.69517,0.5277984542250799,0.4264471587891662,0.937719264671117,0.5793772276835132
2025-07-31 16:00:00,353.12,354.62,7.76,2.26,22.74,0.9957701201285883,345.13948800000003,0.35530681566287337,0.4121083377588954,0.93677899926789,0.48864170901268333
2025-07-31 17:00:00,185.32,186.35,7.47,2.26,21.29,0.9944727662999732,181.131768,0.1864676571098881,0.3967073818374934,0.9355585028935767,0.3993577436849074
2025-07-31 18:00:00,64.93,65.18,8.14,12.15,18.83,0.9961644676281067,57.04100500000001,0.05872135340468501,0.4322889006903877,0.9371499849487166,0.34647734389920215
2025-08-01 05:00:00,45.92,47.08,7.27,5.15,13.96,0.9753610875106203,43.55512,0.044838193052584956,0.38608603292618165,0.9175790325633087,0.32176071291680874
2025-08-01 06:00:00,180.75,187.32,5.34,7.58,16.13,0.9649263292761051,167.04915,0.17197018483636878,0.2835900159320234,0.9077624472099851,0.35261458663978845
2025-08-01 07:00:00,342.7,360.5,5.11,11.98,18.35,0.950624133148405,301.64454,0.3105305671934364,0.2713754646840149,0.8943075375827412,0.415539430518471
2025-08-01 08:00:00,509.73,534.25,5.71,14.69,20.41,0.9541038839494619,434.850663,0.4476607566834522,0.3032395114179501,0.8975811420093279,0.4943184601689767
2025-08-01 09:00:00,657.85,682.55,5.52,17.4,21.8,0.9638121749322395,543.3841000000001,0.55939143727546,0.29314922995220394,0.906714297270377,0.5489833470774665
2025-08-01 10:00:00,767.28,789.22,5.33,21.37,22.85,0.972200400395327,603.312264,0.6210850013551588,0.2830589484864578,0.9146055899453669,0.5783813032125902
2025-08-01 11:00:00,786.88,843.8,5.02,41.35,23.6,0.9325432566958995,461.50512000000003,0.4751004167894931,0.2665958576739246,0.8772978031001709,0.4929885263169581
2025-08-01 12:00:00,727.95,838.78,4.66,32.01,24.11,0.8678676172536304,494.933205,0.5095132465235914,0.2474774296335635,0.8164536588855243,0.4922905839289696
2025-08-01 13:00:00,749.95,786.0,4.35,27.76,24.4,0.9541348600508907,541.76388,0.5577234878553307,0.23101433882103029,0.8976102830336579,0.527688102180706
2025-08-01 14:00:00,658.2,684.05,4.26,17.49,24.42,0.9622103647394198,543.0808200000001,0.5590792230698973,0.22623473181094,0.9052073810463263,0.5284515072874959
2025-08-01 15:00:00,531.03,541.12,4.37,10.31,24.2,0.981353489059728,476.280807,0.49031137490855164,0.23207647371216147,0.9232164340206446,0.49942191637205313
2025-08-01 16:00:00,360.6,372.9,4.37,10.2,23.62,0.9670152855993566,323.8188,0.33335804994812085,0.23207647371216147,0.9097276501965511,0.41824749712701914
2025-08-01 17:00:00,196.27,201.25,4.36,9.23,22.69,0.9752546583850932,178.154279,0.1834024554391328,0.2315454062665959,0.9174789084807631,0.3446606312956978
2025-08-01 18:00:00,63.05,63.45,4.46,6.43,19.4,0.9936958234830574,58.995884999999994,0.060733821441385095,0.23685608072225176,0.9348275874947246,0.288389252436313
2025-08-02 05:00:00,46.17,47.25,3.94,33.26,12.9,0.9771428571428572,30.813858,0.03172159125491881,0.20924057355284123,0.9192552471225458,0.26248401711782093
2025-08-02 06:00:00,186.77,192.93,3.41,23.8,15.65,0.968071321204582,142.31874000000002,0.14651125146987645,0.18109399893786512,0.910721124450756,0.309728050306449
2025-08-02 07:00:00,362.0,372.42,2.37,16.31,17.39,0.9720208366897588,302.9578,0.3118825140003385,0.1258629845990441,0.9144366639000812,0.3765874851598987
2025-08-02 08:00:00,545.05,546.97,2.13,4.51,20.77,0.996489752637256,520.4682449999999,0.5358005131669957,0.11311736590547,0.9374559995189352,0.4893266662589259
2025-08-02 09:00:00,697.8,700.72,2.07,3.7,22.9,0.9958328576321497,671.9813999999999,0.691777034271661,0.10993096123207648,0.9368380200947001,0.5662354095243936
2025-08-02 10:00:00,807.78,811.22,1.86,2.9,23.95,0.9957594733857645,784.35438,0.8074603654422392,0.09877854487519916,0.9367689832562761,0.6207175428349345
2025-08-02 11:00:00,859.97,863.25,1.54,2.09,24.75,0.996200405444541,841.996627,0.8668006725971911,0.08178438661710039,0.9371837937475895,0.6453724110332435
2025-08-02 12:00:00,830.12,832.58,1.24,1.28,25.24,0.9970453289773955,819.494464,0.8436356272777261,0.06585236325013277,0.937978662568782,0.6291692551276593
2025-08-02 13:00:00,774.05,776.75,1.32,3.01,25.52,0.9965239781139362,750.751095,0.7728671745606382,0.07010090281465747,0.9374881974199827,0.594961497608713
2025-08-02 14:00:00,666.45,668.58,1.69,1.5,25.57,0.9968141434084179,656.45325,0.6757914466427096,0.08975039830058418,0.9377611728273505,0.5523730773770001
2025-08-02 15:00:00,524.38,526.33,1.91,1.53,25.54,0.996295100032299,516.356986,0.5315681422142542,0.10143388210302709,0.9372728784664046,0.4836688114313162
2025-08-02 16:00:00,355.33,356.92,1.86,1.56,25.21,0.9955452202174155,349.786852,0.3600910845207627,0.09877854487519916,0.9365674228111706,0.3969925902851752
2025-08-02 17:00:00,186.9,187.85,1.71,1.58,24.71,0.9949427734894863,183.94698,0.18936580132668637,0.09081253319171535,0.9360006660552751,0.3091267938319128
2025-08-02 18:00:00,58.42,58.7,1.61,1.61,22.62,0.9952299829642248,57.479438,0.059172702029017206,0.08550185873605949,0.9362708607507044,0.24249108078546733
2025-08-03 05:00:00,39.08,39.22,1.01,1.72,15.46,0.9964303926568078,38.407824,0.039539264895647304,0.05363781200212427,0.9374001561250064,0.22334100727346223
2025-08-03 06:00:00,171.4,172.25,0.42,1.68,17.05,0.9950653120464441,168.52048,0.17348485816487894,0.02230483271375465,0.9361159452190482,0.2806570679403755
2025-08-03 07:00:00,310.3,311.6,0.01,1.65,18.7,0.9958279845956354,305.18005000000005,0.3141702283841149,0.0005310674455655869,0.9368334357451831,0.34461112157476376
2025-08-03 08:00:00,479.62,481.23,1.15,1.62,22.02,0.9966544064168901,471.850156,0.48575020311321215,0.061072756240042485,0.9376108989277379,0.4487191082141664
2025-08-03 09:00:00,624.5,626.05,1.3,1.58,23.43,0.9975241594121876,614.6329,0.6327391274933956,0.0690387679235263,0.9384291262716552,0.5247670193780867
2025-08-03 10:00:00,731.1,732.35,1.26,1.55,24.34,0.9982931658360074,719.76795,0.7409713093469451,0.06691449814126395,0.939152575442879,0.5783905192044275
2025-08-03 11:00:00,786.7,787.55,1.4,1.52,25.04,0.9989207034474002,774.74216,0.7975649828552112,0.07434944237918216,0.9397429366554927,0.6090359114724588
2025-08-03 12:00:00,743.12,754.58,1.58,8.84,25.6,0.9848127435129476,677.428192,0.6973842811628022,0.08390865639936274,0.9264707563380099,0.5591588887688119
2025-08-03 13:00:00,670.0,703.72,1.89,57.04,25.94,0.952083214915023,287.832,0.29631112904089424,0.10037174721189591,0.8956801808560761,0.3574031248552311
2025-08-03 14:00:00,545.47,603.47,2.36,39.61,26.11,0.9038891742754404,329.409333,0.33911327224852655,0.1253319171534785,0.8503412374107816,0.37722445875246313
2025-08-03 15:00:00,380.48,465.6,2.75,69.13,26.0,0.8171821305841924,117.45417600000003,0.1209142121137605,0.1460435475305364,0.7687708669239914,0.2580243437008395
2025-08-03 16:00:00,257.67,308.02,2.92,63.02,25.74,0.8365365885332122,95.28636600000002,0.09809336936707483,0.15507169410515137,0.7869787337622873,0.2529639396675403
2025-08-03 17:00:00,147.07,160.4,3.11,54.06,24.59,0.9168952618453865,67.563958,0.06955429791493495,0.1651619755708975,0.862576822162603,0.2568411060612573
2025-08-03 18:00:00,46.35,46.08,3.49,46.25,22.07,1.005859375,24.913125,0.02564703089540749,0.18534253850238983,0.9462705494668247,0.25768038689178563
2025-08-04 05:00:00,36.42,37.15,1.78,23.32,15.35,0.9803499327052491,27.926856000000004,0.02874954220490589,0.09453000531067447,0.9222723300568338,0.22718823870702207
2025-08-04 06:00:00,151.52,161.68,2.42,29.43,17.05,0.9371598218703612,106.92766400000001,0.11007760376033722,0.12851832182687203,0.8816408750770933,0.2699224734436489
2025-08-04 07:00:00,280.77,323.6,2.4,38.04,18.64,0.8676452410383187,173.96509199999997,0.17908986083626222,0.12745618693574085,0.8162444566166174,0.29103067782217684
2025-08-04 08:00:00,444.5,493.38,2.91,44.28,21.64,0.9009282905671085,247.67539999999997,0.2549715716447618,0.1545406266595858,0.847555761505076,0.34335912612127184
2025-08-04 09:00:00,634.5,641.7,3.75,13.02,23.51,0.9887798036465637,551.8881,0.5681459532478458,0.1991502920870951,0.9302028010608668,0.5298586244622248
2025-08-04 10:00:00,711.17,750.1,4.16,26.22,24.63,0.9481002532995599,524.701226,0.5401581918799905,0.22092405735528414,0.8919331766822874,0.5147429484830379
2025-08-04 11:00:00,645.58,814.4,4.27,62.44,25.54,0.7927062868369352,242.47984800000003,0.24962296593340708,0.22676579925650558,0.7457450139200552,0.3419902255276663
2025-08-04 12:00:00,683.25,828.42,4.25,71.85,26.23,0.8247628014775115,192.33487500000007,0.19800079200780066,0.22570366436537442,0.7759024459397442,0.3218919845014615
2025-08-04 13:00:00,696.9,777.28,4.2,45.33,26.58,0.8965881020996295,380.99522999999994,0.3922188177843157,0.2230483271375465,0.8434726932074713,0.43171844567491613
2025-08-04 14:00:00,549.12,672.58,4.12,57.12,26.63,0.8164381932260846,235.46265600000004,0.24239905724981134,0.2187997875730218,0.7680710016842549,0.34045366523366316
